book,sentence_path,section,composition,similarity,normalized_similarity,text,n_words
3Q15,3Q15:11:5-12:5,unknown,copper scroll,0.9028503,0.74154055,בהכסה ראש הסלע הצופא מערב נגד גנת צדוק תחת המסמא ה גדולא שבשוליה זהב חרם בק בקבר שתחת הסכין ככ ךךא בקבר בני העמ טהור הו בו כלי דמע אררבע עסרה כתבן אצלן בבית אאשוחין באשוח בביאתך לימינמית שלו כלי דמע לאחד מ עסורא כתבן אצלם במבא רובד בית המשכב המערבי טיף על מ כלין הכל תשע מאות זהב ככ אאאאא ככרין ששין ביאתו מן המערב תחת האבן השחורא כוזין תחת סף הבור ככרין ךךאא בהר גריזין תחת המעלהא של השיח העליונא שדא אחת וכלכליה וכסף ככ ךךךא ,89
4Q503,4Q503:f218:2-f225:1,sectarian_texts,daily prayers,0.9026673,0.74085325, אל ישראל אשר גורל ה הסב יר ילילה ויום חודש ק מס ל יברכו וענו ואמרו פרי בטנ ותברכנו יברכו ה וב ,24
4Q364,4Q364:f5bii:10-f9a_b:5,unknown,rewritten pentateuch,0.9026097,0.740637,שמכה ויואמר לו יעקוב ויואמר לוא יעקוב יאמר עוד שמכה כי אם ישראל כי שריתה עמ אלוהים ועם אנשים ותוכל וישאל יעקוב ויואמר הגידה נא לי מה שמכה ויואמר למה זה תשאל לשמי ויברך אותו שם ויואמר לו שכם בן חמור החוי נשיא הארץ ת אברהם וישחק ויהיו ימי ישחק מאת שנה אלמים בתוך השדה והנה קמה אלמתי וגם נצבה והנה תסבינה אלמתיכם ותשתחוינה לאלמתי ויואמר על דרך תמנתה כי ראתה כי גדל שלה והיא לוא נתנה לו לאשה ויראה יהודה ויחשובה לזונה כי כסתה פניה ויט אליה אל הדרך ויואמר הבה נא אבוא אליך כי לוא ידע כי כלתו היא ותואמר מה תתן לי כי תבוא אלי ויואמר אנוכי אשלח גדי עזים מן הצואן ותואמר אם ,118
4Q225,4Q225:f2ii:12-f3ii:14,non_sectarian_texts,Book_of_Jubilees,0.90260017,0.7406012,ימי אברהם וישחק ויעקוב ולוי שנה ושר המשטמה אסור עליהם ומלאכי הקדש שר המשטמה וישמע בליעל אלשר המשטמה עלמו וחכם לם המצוה גויה ל ויקבורו רוחו ,27
4Q418,4Q418:f285:1-f303:6,sectarian_texts,Instruction,0.9016532,0.7370442, מ כול רוח ח מועד ו בעד יהם לת לתו בם עה פ ליה בדתן אוהב אל תש תיריכה כי תד א בם ה ו מוסר יעו ובד נא לוא וא בד יצר קש תהי בינה נופך ה שמע ל תתעו ו אלה נגועים מותם בג יח ,49
4Q365a,4Q365a:f2ii:5-f3:1,unknown,rewritten pentateuch,0.9016417,0.73700124,קיר החצר שש ושלושים באמה ורוחב פתחי השערים ארבע עשרה באמה וגובהמה שמונה ועשרים באמה עד המשקופ ומן המשקופ ומקורים באדשכים עץ ארז ומצופים זהב ודלתותיהמה מצופות זהב טהוב ובין שער לשער תעשה פנימה נשכות וחדרים ופרורים רוחב החדר עשר באמה ואורכו עשרים באמה וגובהו ארבע עשרה באמה ומקורה באדשכים עצ ארז ורחב הקיר שתים אמות ולחוצה מזה הנשכה רוחב הנשכה עשר באמה ואורכה עשרים באמה והקיר שתים אמות רוחב וגובהה ארבע עשרה באמה ומקורה באדשכים עצי ארז ופתחה שלוש אמות רוחב עד המשקוף ופרוריהמה ועשיתה את הבית אשר תבנה לי ,92
11Q19,11Q19:23:6-23:15,unknown,Temple Scroll,0.90133464,0.7358478, פר אחד איל אחד כבש אחד בן שנתו ככה יעשו לכול מטה ומטה שנים עשר בני יעקוב והקריבום ברובע היו ם על המזבח אחר עולת התמיד ונסכה והקריב הכוהן הגדול את עולת הלויים לראישונה ואחריה יקטיר את עולת מטה יהודה וכאשר הוא מקטיר ושחטו לפניו את שעיר העזים לראישונה והעלה את דמו למזבח במזרק ונתן מדמו באצבעו על ארבע קרנות מזבח העולה ועל ארבע פנות עזרת המזבח וזרק את דמו על יסוד עזרת המזבח סביב ואת חלבו יקטיר המזבח החלב המכסה את הקרב ואת אשר על הקרבים ואת יותרת הכבד עם הכליות ,94
4Q223_224,4Q223_224:f2v:21-f2v:28,non_sectarian_texts,Book_of_Jubilees,0.9012978,0.7357094,את יוסף שר המשקים ויגיד עליו למלך ויוציאהו מבית הסוהר ויגיד לפניו את החלומות ויפתרם לפני פרעוה כי שני החלומות אחד המה ויאמר לו שבע שנים תבאנה שבע על כול ארץ מצרים ושבע שני רעב אחרי כן אשר לוא היה כמוהו בכול הארץ ואתה יפקד פרעוה פקידים בכול ארץ מצרים ויקבצו מאכל לעיר בעיר בימי שני השבע ויהי למאכל לשבע שני הרעב ולוא תכרת הארץ מפני הרעב כי יכבד ויתן אלוהים ליוסף חן וחסד לפני פרעוה ויאמר פרעוה אל עבדיו הנמצא איש נבון וחכם כזה איש כי רוח אלוהים בו ויפקדהו משנה בכול ,94
4Q223_224,4Q223_224:f2iv:23-f2iv:31,non_sectarian_texts,Book_of_Jubilees,0.90128744,0.7356705,בירה וחמשיהם עמם ויהרוגו את גבורי מואב ועמון ויצא ראובן ויששכר וזבולון לצפון הבירה וחמשיהם עמם ויהרוגו הם את גבורי פלשת ויצא שמעון ובנימין וחנוך בן ראובן למערב הבירה וחמשיהם עמם והרגו מאדום ומהחורים ארבע מאות גבורים עושי מלחמה ושש מאות ברחו וארבעת בני עישאו ברחו עמם והניחו את אביהם מת מוטל על הגבעה אשר באדורים ורדפו בני יעקוב אחריהם עד הר שעיר ויעקוב קבר את אחיהו בגבעה אשר באדורים ושב אל הבירה וצרו בני יעקוב את בני עישאו בהר שעיר והכניעו את עורפם להיות עבדים לבני יעקוב וישלחו אל אביהם אם יעשו שלום עמם ואם יהרוגו אותם וישלח יעקוב אל בניו כי יעשו שלום ויעשו עמם שלום ,109
4Q364,4Q364:f26c_d:2-f26bii+e:9,unknown,rewritten pentateuch,0.9012171,0.7354063,יואמרו הארץ אשר הוציאתנו משם מבלי יכולתה יהוה להביאם אל הארץ אשר דבר להמה ומשנאתו אותם הוציאם להמיתם במדבר והם עמכה ונחלתכה לעפר ואשליך את עפרו אל הנחל היורד מן ההר ואתפלל לפני יהוה ארבעימ יום וארבעים לילה ויואמר יהוה אלי פסלכה שני לוחות אבנים כראישונים ועלה אלי ההר ועשיתה ארון עץ ואכתובה על הלוחות את הדברים אשר היו על הלוחות הראישונים אשר שברתה ושמתמ בארון ואעשה ארון עצי שטים ואפסול שני לוחות אבנים כראישונים ואעלה ההרה ושני הלוחות בידי ויכתוב על הלוחות כמכתב הראישון את עשרת הדברים אשר דבר יהוה אליכם בהר מתוך האש ביום ,97
11Q19,11Q19:55:13-56:2,unknown,Temple Scroll,0.9011112,0.7350085,אם תשמע בקולי לשמור כול מצוותי אשר אנוכי מצוכה היום לעשות הישר והטוב לפני יהוה אלוהיכה אם ימצא בקרבכה באחד שעריכה אשר אנוכי נותן לכה איש או אשה אשר יעשה את הרע בעיני לעבור בריתי והלך ועבד אלוהים אחרים והשתחוה להמה או לשמש או לירח או לכול צבא השמים והגידו לכה עליו ושמעתה את הדבר הזה ודרשתה וחקרתה היטב והנה אמת נכון הדבר נעשתה התועבה הזואת בישראל והוצאתה את האיש ההוא או את האשה ההיא וסקלתמה באבנים או אל השופטים אשר יהיו בימים ההמה ודרשתה והגידו לכה את הדבר אשר עליו באתה לדרוש והגידו לכה את המשפט ,98
4Q522,4Q522:f1:1-f9i+10:3,,Prophecy Joshua,0.90110064,0.73496884,וירדו מן ההר וישכ את ביתו את יושב העיר אשר יצאו משם ן שלוש יוריש הכנעני אשר צפון מעמק עכור יהודה ו וישתו בל ומחציתם מח את בש ישראל הגוים האלה יהוה אלוהים כאשר לו למ ת עמכה צור וצידון את הארץ לה חיל יהודה ושמעון את ההר ואת הנגב לוא יהיה להם ודן לוא הכה גם הוא את וישכר את בית שן ואשר את ה את צידון ואת כבול ן ם ואת עין קבוצות את צור ואת את ואת וזבולון את בקעת ואת בית צפור את ,88
4Q391,4Q391:f36:1-f55:4,unknown,Pseudo_Ezekiel,0.90096974,0.7344772, נל רגלי יייי ויאמר ראה ואומר אליו רות הוא קשת יייי ידבר יייי אלי לאמר בני ישראל ל ער שכר ה כי צל ה ענה א בה ואש קללי שמ מבי על אלי שרלי ויהי ת י שו תמה כ מרו אמור מ ק לה ל למזבחי מצרים י כ חבקי ויאומר רא עלי ת בי אליו ן אליו את ת י ימ מלאך יייי שנ תו ויאמר עד לי ר את ו יייי ה ההוא בנפול ת עיני נפשות בניכמ ו אובדות ,85
4Q382,4Q382:f105:8-f124:2,unknown,para.Kings,0.90084577,0.73401153, ל ה ממשלת גם תמיד רים ל ה על ע ארץ ים תח לכה וחטאת ה יש והשאתה בם ו בשמכה כה ל להיות להחרים להכרית רם מכול ה הטובים ת כי טמא שה ואני נפלתי לאחרונה פא ולאין בד ה והעו ישראל ת ים מ נר כי כי הרב דברתה ימים ן כוחכה מן דרך ה נו כי רוב להרבי ה ל י אתה ם ואוכל בני א הארצ ל ק י ועמכה מרנ כה לנאצ טובות כה ביד ,82
4Q365,4Q365:f3:3-f6ai:6,unknown,rewritten pentateuch,0.9008223,0.7339233,השחין בחרטומים ובכול מצרים ויחזק יהוה את לב פרעוה ולוא שמע אליהמה כאשר דבר יהוה אל מושה מאוד לב פרעוה ויראו והנה מצרים נסעים אחריהמה וייראו מאוד אלפים סוס ושש מאות רכב עבוד את מצרים ממותנו במדבר ויואמר מושה אל העם אל תיראו התיצבו וראו את ישועת יהוה אשר יעשה לכמה היום כי כאשר ראיתמה את מצרים היום לוא תוסיפון לראותו עוד עד עולם יהוה ילחם לכמה ואתמה תחרישון ויואמר יהוה אל מושה מה תזעק אלי דבר אל בני ישראל ויסעו ואתה הרם את מטכה ונטה את ידכה על הים ובקעהו ויבואו בני ישראל בתוך הים ביבשה ואני הנני מחזק את לבב פרעוה ואת לב מצרים ,107
11Q19,11Q19:23:15-24:10,unknown,Temple Scroll,0.9005975,0.7330791,קרב ואת אשר על הקרבים ואת יותרת הכבד עם הכליות יסירנה ואת החלב אשר עליהמה ואת אשר על הכסלים ויקטר הכול על המזבח עם מנחתו ונסכו אשי ריח ניחוח ליהוה ואת את הראוש ת ואת ה החזה עם ה י הכרעים ויקטירו ויתנו עליו את מנחת שמנו ונסך יינו והקטירו את החלב ואת המנחה ואת הבשר לריח ניחוח אשה הוא ליהוה וככה יעשו לפר ופר ולאיל ואיל ולכבש וכבש וארביה לבד יהיו ומנחתה ונסכה עליה חוקות עולם לדורותיכמה לפני יהוה ואחר העולה הזואת יעשה עולת מטה יהודה לבד כאשר ,90
4Q365,4Q365:f33a_b:2-f35ii:4,unknown,rewritten pentateuch,0.8994137,0.7286326,יושב בהר והכנעני יושב על הים ועל יד הירדן ויהס כלב את העם על מושה ויואמר עלה נעלה וירשנו אותה כי יכול נוכל ישראל ולגר הגר בתוכם כי לכול העם בשגגה ואם נפש אחת תחטא בשגגה והקריבה עז בת שנתה לחטאת וכפר הכוהן על הנפש השוגגת בחטאה בשגגה לפני יהוה לכפר עליו ונסלח לו האזרח בבני ישראל ולגר הגר בתוכם תורה אחת ם האיש אשר אבחר בו מטהו יפרח והשכותי מעלי את תלונות בני ישראל אשר המה מלינים עליכם וידבר מושה אל בני ישראל ויתנו אליו כול נשיאיהם מטה לנשיא אחד מטה לנשי אחד לבית אבותם שנים עשר מטות ומטה אהרון בתוך מטותם וינח מושה את ,107
11Q19,11Q19:56:2-56:13,unknown,Temple Scroll,0.8994136,0.72863215,הדבר אשר עליו באתה לדרוש והגידו לכה את המשפט ועשיתה על פי התורה אשר יגידו לכה ועל פי הדבר אשר יואמרו לכה מספר התורה ויגידו לכה באמת מן המקום אשר אבחר לשכין שמי עליו ושמרתה לעשות ככול אשר יורוכה ועל פי המשפט אשר יואמרו לכה תעשה לוא תסור מן התורה אשר יגידו לכה ימין ושמאול והאיש אשר לוא ישמע ויעש בזדון לבלתי שמוע אל הכוהן העומד שמה לשרת לפני או אל השופט וימת האיש ההוא ובערתה הרע מישראל וכול העם ישמעו ויראו ולוא יזידו עוד בישראל כי תבוא אל הארץ אשר אנוכי נותן לכה וירשתה וישבתה בה ואמרתה אשיםה עלי מלך ככול הגואים אשר סביבותי ,106
11Q17,11Q17:4:10-6:5,unknown,Shir Shabat,0.8991951,0.72781146,קול ברך למלך מרוממים והלל פלאיהם לאל אלים ים רוקמותם תפארת בפרוכת דביר המלך בדביר פנו רוקמת כול מחקת בדני אלוהים מעשיהם כבוד משני עבריהם פרכות דבירי הפלא וברכו לאלוהי כול עבריהם ישמיעו פלא מביתה ליקרה הדביר במוצא אולמי בדני פלא הודו למלך הכבוד בקול רנה אלוהים חם וצורות מראי ם ישמעו אלוהי אלים כסאי עולמים בדניהם כרובי מוסדים ם ק ושבחוהו בדני אלוהים רוחי מרכב ל בדני כבוד מדרס דבירי פלא רוחי אלי עולמים כול בדני דביר מלך מעשי רוחות רקיע פלא ממולח טוהר רוחי דעת אמת וצדק בקודש קודשים צורות אלוהים חיים צורי רוחות מאירים כול ,99
4Q405,4Q405:f24:3-f41:2,unknown,Shir Shabat,0.8989564,0.726915, מלכות כבוד מלך כול א כבוד אלוהים ו ורנן ברוחי מתהלכים קודש נות ח קודךש ל ר ם ם לששי שבע ל ל ל ם וברך אלוהים לה לאלוהי כול פלאו קו פלא רוחי כ ממעלה ם ל ושבעה שי רום תרום ו בשבעה לכול מעשי דברי ה לשבעתת רואש פנ ת רוחי ת כבודו ת אלוהים לא מלכות ים יחד ברוש מרכבות מעמדיהם בדבירי בדני ר כול ם ומ ירומו וכ כנפיהם מ אין מקדש אות חשני ב ,81
4Q365,4Q365:f11i:2-f12ai:7,unknown,rewritten pentateuch,0.89881235,0.7263739,יואמר מושה אל כול עדת בני ישראל לאמור זה הדבר אשר צוה יהוה לאמור קחו מאתכמה תרומה ליהוה כול נדיב לבו יביאה את תרומת יהוה זהב וכספ ונחושת לירכתים ימה ויעש את הבריח התיכון לברוח בתוך הקרשים מן הקצה אל הקצא ואת הקרשים צפה זהב ואת טבעותם עשה זהב בתים לבריחים ויצף את הבריחים זהב ויעש הפרוכת תכלת וארגמן ותולעת שני ושיש מעשה חושב עשה אותה כרובים ויעש לה ארבעה עמודי שטים ויצפם זהב וויהמה זהב ויצוק להמה ארבעה אדני כסף ויעש מסך לאוהל מועד תכלת וארגמן ותולעת שני ושיש מושזר מעשה רוקם ואת עמודיהם ,96
1QSa,1QSa:2:21-2:22,sectarian_texts,the_rule_of_the_congregation,0.8986402,0.7257274,כול עדת היחד איש לפי כבודו וכחוק הזה יעשו לכול מערכת כי יועדו עד עשרא אנשים ,17
11Q20,11Q20:1:24-3:9,unknown,Temple Scroll,0.8985188,0.7252713,ראושו ואחריהמה הכוהן הגדול וכול הכוהנים אחר ישחטו את הפר לפני יהוה ולקחו זקני הכוהנים מדם הפר ונתנו על קרנות המזבח באצבעם מן הדם ישפוכו סביב על ארבע פנות עזרת המזבח על הבוהן מן השמן את כול החלב אשר על הקרב ואת יותרת הכבד ואת שתי הכליות ואת החלב אשר עליהנה ואת החלב אשר על הכסילים ואת מנחתו ואת נסכו כמשפט ויקטיר על המזבח עולה הוא אשה ריח ניחוח ליהוה ואת בשר הפר ואת עורו עם פרשו ישרופו מחוץ לעיר וכבשים בני שנה שבעה ושעיר עזים לחטאת ,88
4Q405,4Q405:f14_15i:4-f15ii_16:7,unknown,Shir Shabat,0.8982539,0.7242764, ם אולמי מבואיהם רוחי קורב קודש קודשים ב עולמים ודמות אלוהים חיים מפותח באלמי מבואי מלך בדני רוח אורים מלך בדני אור כבוד רוחי בתוך רוחי הדר מעשי רוקמות פלא בדני אלוהים חיים בדבירי כבוד מבנית מקדש קודש קודשים בדבירי מלך בדני אלוהים ומדמות קודש קודשים אלוהים חיים מ גדיל שפה ונהרי אור מראי להבי אש תפארת בפרוכת דביר המלך בדביר פנו רוקמות ת כול מחקת ה מה בדני אלוהים כבוד משני עבריהם פרכות דבירי הפלא וברכו ל עבריהם ישמיעו פלא מביתה ליקרה הדביר פלא דו למלך הכבוד בקול רנה ,92
4Q364,4Q364:f26bi:7-f26c_d:2,unknown,rewritten pentateuch,0.89774567,0.7223674,חטאתמה ליהוה אלוהיכם עשיתמה לכם עגל מסכה וסרתמה מהר מן הדרך אשר צוה יהוה אתכם ואתפשה בשני הלוחות ואשליכם מעל שתי ידי ואשברם לעיניכם ואתנפלה לפני יהוה כראישונה ארבעימ יומ וארבעים לילה לחם לוא אכלתי ומים לוא שתיתי על כול חטאותיכם ובתבערה ובמסה ובקברות התאוה מקצפים הייתם את יהוה ובשלוח יהוה אתכם מקדש ברנע לאמור עלו וראשו את הארץ אשר נתתי לכמה ותמרו את פי יהוה ולוא האמנתמה לו ולוא שמעתם בקולו ממרים הייתם עמ יהוה מיום דעתי אתכם כיא ל אל תפן אל קשי העם הזה ואל רשעו ואל חטאתו פן יואמרו הארץ אשר הוציאתנו משם מבלי יכולתה ,100
4Q416,4Q416:f6:2-f22:1,sectarian_texts,Instruction,0.8975924,0.7217918, ל ה ל נהיה וקח ופקודת מעשה ואז מזל שפתיו לפי רוחו וקח לבבו ולצלוח בהורת וגם תה והיית ש לכול תכה תש ברוח יו רצונכה רז נהיה ודע ביתכה עליו ין ופרי לשונו מים בבואכה ב מעשיהם שיכה שבות בא ין שמ ספר אבד ,47
4Q176,4Q176:f1_2ii:2-f6_7:1,sectarian_texts,Tanhumim,0.8975408,0.7215979,פצחו הרים כיא נחם אלהים עמו ועניו ירחם ותאמר ציון עזבני יייי ואדני שכחני התשכח אשה עולה מרחם בן בטנה גם אלה תשכחנה ואנכי לוא אשכחך הן על כפים חקותיך וחומותיך נגדי תמיד מהרו בניך מהרסיך ומחרביך ממך יצאו ועתה כוא אמר יהוה בראך יעקב ויצרך ישראל אל תירא כיא גאלתיך קראתי בשמך לי אתה כיא תעבר במים אתך אני ובנהרות לוא ישטפוך ואתן אדם תחתיך ולאמים תחת נפשך אל תירא כיא אתך אני ממזרח אביא זרעך וממערב אקבצך אמר לצפון תני ולתימן אל תכלאי הביאי בני מרחוק ובנותי מקצה הארץ כיא כה אמר אדוניך יייי אלוהיך יריב עמו הנה לקחתי מידך את ,104
3Q15,3Q15:10:3-11:5,unknown,copper scroll,0.8971647,0.7201852,בבור גר מזקות שרוו מהנחל הגדול בקרקעו ככ יא באשיח שיבית הכרם בבואך לסמולו חפור אמות עסר כסף ככרין ששין ושנין בים של גי זרד בצדו המערבי אבן שחוררה אמוות שתין הי הפתח ככרין שלש מאות זהב וכלין כפורין עסרין תחת יד אבשלום מן הצד המערבי חפור אמות שתין עסרה ככ ךךךך בים בית חמים של רחיל תחת השקות ככ יאאאאאאא בברכא העליונה ב ארבעת מקצועות זהב כלי דמע כתבן אצלם מתחת פנת האסטאן הדרומית בקבר צדוק תחת עמוד האכסדרן כלי דמע עסרה דמע עסרה וכתבן אצלם בהכסה ראש הסלע הצופא מערב ,93
11Q20,11Q20:4:1-4:10,unknown,Temple Scroll,0.8970461,0.71973974,הביאכמה את המנחה חדשה ליהוה את לחם הבכורים שבעה שבועות שבע שבתות תמימות תהיינה עד ממוחרת השבת השביעית תספורו חמשים יום והקרבתמה יין חדש לנסך ארבעה הינים מכול מטות ישראל שלישית ההין על המטה ויקריבו על היין ביום הזה עולה ליהוה שנים עשר אילים כול ראשי אלפי ישראל אילים ומנחתמה כמשפט שנים עשרונים סולת בלולה בשמן שלישית ההין שמן לאיל על הנסך הזה ויקריבו עולה פרים שנים איל אחד וכבשים בני שנה שבעה ושעיר עזים אחד לחטאת לכפר על כול עם הקהל מנחתמה ונסכמה כמשפט לפרים ולאיל ולכבשים ולשעיר עזים אשה ריח ניחוח ליהוה ברובע היום יקריבו ,98
4Q364,4Q364:f23a_bi:2-f23a_bi:14,unknown,rewritten pentateuch,0.8970323,0.719688,נשתה מי בור דרך המלך נלך לוא נסור ימין ושמאול עד אשר נעבור גבולכה ויואמר לוא תעבור בי פן בחרב אצא לקראתכה ונעבור מאת אחינו בני עישיו היושבים בשעיר מדרכ הערבה מאילת ומעציון גבר ונפן ונעבור דרך מדבר מואב ויואמר יהוה אלי אל תצר את מואב ואל תתגר כי לוא אתן לכה מארצו ירושה כי לבני לוט נתתי את ער ירושה האמים לפנים ישבו בה עם גדול ורב ורם כענקים והמואבים יקראו להמה אימים ובשעיר ישבו החורים לפנים ובני עישיו יירשום וישמידום מפניהם וישבו תחתיהם כאשר עשה ישראל לארץ ירושתו אשר נתן יהוה להמה עתה קומו לכמה את נחל זרד ונעבור את נחל ,104
11Q11,11Q11:6:6-6:15,,apocryphal psalms,0.89701235,0.719613,כנפיו תשכון חסדו עליך צנה וסוחרה אמתו סלה לוא תירא מפחד לילה מחץ יעוף יומם מקטב ישוד צהרים מדבר באפל יהלך יפול מצדך אלף ורבבה מימינך אליך לוא יגע רק תביט בעיניך ותראה שלום רשעים קראת מחסך ת מחמדו לוא תראה רעה ולוא יגע נגע באהליך כי מלאכיו יצוה לך לשומרך בדרכיך על כפים ישאונך פן תגוף באבן רגלך על פתן ואפעה תדרוך תרמוס כפיר ותנין ביהוה חשקתה ויפלטך וישגבך ויראך בישועתו סלה ויענו אמן אמן סלה ,78
4Q511,4Q511:f122:1-f139:1,sectarian_texts,Songs_of_Maskil,0.89692247,0.7192754, י ות בכול ב שמים ו ל ם עו ממ יענו למ ל ר ירוממוהו כבודו וח ל דעת כול עזר ע בקשו א ים ת ואני עפר ואפר מה אדבר יכה לוא אבינו לוא תכיר כול נעדר ל י כול י ו מו ברוך אנו ב כה אלי וא לם דעת וש אל ישמ שרו המש כיא אל אלוהי שר לכול ל יים שמים ועשו ו לב מ ים ב י עולמים משפטיו ול וקות בג מתו ל אל ,82
4Q364,4Q364:f4b_eii:22-f5a_bi:5,unknown,rewritten pentateuch,0.896875,0.7190972,הנני ויואמר שא נא עיניכה וראה את כול העתודים העולים על הצואן עקודים נקודים וברודים כי ראיתי את כול אשר לבן עשה לכה אנוכי האל בית אל אשר משחתה שם מצבה ואשר נדרת לי שם נדר ועתה קום צא מן הארץ הזואת ושוב אל ארץ אביכה ואיטיב עמכה שהדותא ויעקוב קרא לו גלעד ויואמר לבן הגל הזה עד ביני ובינכה היום על כן קראו שמו גלעד והמצפה אשר אמר יצף יהוה ביני ובינכה כי נסתר איש מרעהו אם תענה את בנותי ואמ תקח נשים על בנותי אין איש עמנו ראה אלוהים עד ביני ובינכה ויואמר לבן ליעקוב הנה הגל הזה והנה המצבה ,103
4Q511,4Q511:f98:1-f122:1,sectarian_texts,Songs_of_Maskil,0.8967775,0.7187309, ברנה ל ל כאשמת מלך על ב כול גדול מחשבות רומם עולמים י בלוא ורות עד גבורתו בליעל נעו מ אל ומו תם א אורך אפים רוב כול בדבריכה א עלץ ל עם ל ין ב י הד ל אדם הואה בקצו י כבוד מיראיו מיראיו מבנית אמן אמן ר ש ו ם ם ובש השורץ חל יו ולברכו שדי ם עם ל י קומ ל עולמים תענייות ועד תום מיראיו כול ל י ,76
4Q365,4Q365:f25a_c:15-f27:1,unknown,rewritten pentateuch,0.8967637,0.718679,את פגריכם על פגרי גלוליכם וגעלה נפשי אתכם ונתתי את עריכם חורבה והשמותי את מקדשיכם ולוא אריח בריח ניחוחכם והשמותי אני את הארץ כול בני ישראל לשבם כאשר ב וידבר יהוה אל מושה במדבר סיני באוהל מועד באחד לחודש השני בשנה השנית לצאתם מאצר מצרים לאמור שא את רואש עדת בני ישראל למשפחותם לבית אבותם במספר כתב שמות לגולגלותם מבן עשרים שנה ומעלה כול יוצא צבא בישראל תפקוד אותם לצבאותם אתה ואהרון ואתכם יהיו איש איש למטה איש רואש לבית אבותו יהיו ואלה שמות החצר ואת מסך פתח החצר אשר על המשכן ועל המזבח סביב ,96
4Q365,4Q365:f2:7-f3:3,unknown,rewritten pentateuch,0.8967442,0.71860576,יוצא ואמרתה אליו כוה אמר יהוה שלח את עמי ויעובדוני ואם אינכה משלח את עמי הנני משלח בכה ובעבדיכה ובעמכה ובביתכה את הערוב ומלאו בתי מצרים את הערוב וגם האדמה אשר המה עליה והפליתי ביום ההוא את ארץ גושן אשר עמי יושב עליה לבלתי היות שם ערוב למען תדע כי אני יהוה בקרב הארץ ושמתי פדות בין עמי ובין עמכה למחר לאבק על כול ארץ מצרים והיה על האדם ועל הבהמה לשחין פורח אבעבועות רעות ויהי וי באדם ובבהמה בכול ארץ מצרים ולוא יכולו החרטומים לעמוד לפני מושה מפני השחין כי היה השחין בחרטומים ובכול מצרים ויחזק יהוה את לב פרעוה ,102
11Q19,11Q19:19:11-20:0,unknown,Temple Scroll,0.8961133,0.716236,וספרתמה לכמה מיום הביאכמה את המנחה חדשה ליהוה את לחם הבכורים שבעה שבועות שבע שבתות תמימות תהיינה עד ממוחרת השבת השביעית תספורו חמשים יום והביאותמה יין חדש לנסך ארבעה הינים מכול מטות ישראל שלישית ההין על המטה ויקריבו על היין הזה ביום הזה ליהוה שנים עשר אילים כול ראשי אלפי ישראל והקריב את אילים ומנחתמה כמשפט שנים עשרונים סולת בלולה בשמן שלישית ההין שמן לאיל על הנסך הזה ופרים בני בקר שנים איל אחד וכבשים בני שנה שבעה ושעיר עזים אחד לכפר על העם הקהל מנחתמה ונסכמה כמשפט לפרים ולאיל ליהוה ברובע היום יקריבו ,95
4Q216,4Q216:5:11-6:5,non_sectarian_texts,Book_of_Jubilees,0.8960715,0.71607906,מעשיו ונהללה לפניו כי שבעה מעשים גדולים עשה ביום הראשון וביום השני עשה את הרקיע בתווך המים ויבדלו המים ביום הזה חצים עלו למעלה לרקיע וחצים ירדו למטה לרקיע אשר בתווך על פני כל הארץ ואת האגמים ואת כל טל הארץ וזרע מזריע בזרעו ואת כל הצמח ועץ עשה פרי ואת היערים ואת גן עדן בעדן לתענוג ולאכל את ארבעת המינים הגדולים האלה עשה עשה ביום השלישי וביום הרביעי עשה יהוה את השמש ואת הירח ואת הכוכבים ויתן ,79
11Q19,11Q19:64:12-65:6,unknown,Temple Scroll,0.89590824,0.7154659,אלוהים ואנשים תלוי על העץ ולוא תטמא את האדמה אשר אנוכי נותן לכה נחלה לוא תראה את שור אחיכה או את שיו או את חמורו נדחים והתעלמתה מהמה השב תשיבמה לאחיכה ואם לוא קרוב אחיכה אליכה ולוא ידעתו ואספתו אל תוך ביתכה והיה עמכה עד דרוש גדילים תעשה לכה על ארבע כנפות כסותכה אשר תכסה בה כי יקרא קן צפור לפניכה בדרך בכול עץ או על הארץ אפרוחים או בצים והאם רובצת על האפרוחים או על הבצים לוא תקח את האם על הבנים שלח תשלח את האם ואת הבנים תקח לכה למען ייטב לכה והארכתה ימים כי תבנה בית חדש ועשיתה מעקה לגגו ולוא תשום דמים בביתכה כי יפול הנופל ,111
3Q15,3Q15:7:12-9:1,unknown,copper scroll,0.8958566,0.715272,המזרחית חפור אמות שבעככ ךאא על פי יציאת המים של הכוז בא חפור אמות שלוש עד הטור ככ ךךךך זהב ככרין שתים באמא שבדרך מזרח בית אוצר שמזרח אחור כלי דמע וספרין אסר י בגי החיצונא בתך דר על האבן חפור אמות שבע עסרא תחתיה כספ וזהב ככ יאאאאאאא ביגר של פי צוק קדרון חפור אמות שלוש ככ אאאאאאא בשלף של השוא הצופא מערב בדרום בצריח הצופא צפון חפור אמות עשרין וארבע ככ ךךךאאאאא בדור של השוא בצויח בצריח שבא חפור אמות אחת עסרה כסף ככ ךךךי בשובך שבשולי הנטף משח משוליו ,93
11Q20,11Q20:f33:2-f42:1,unknown,Temple Scroll,0.8958303,0.71517307, יטעו בא פרי בא ם כי ל וכול כול לו למכונות יהוה ק חת יבו ושוק עשרה ה רו מה בכ ,23
