N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
3557,ב‏[מ]צולות ים,1QH: XI:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
3558,וכעיר מבצר,1QH: XI:7,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3559,אשת לדה,1QH: XI:7,,,,,,,,,,V,,,,,,,,,,,,,,,
3560,וחבל נמרץ ,1QH: XI:8,,,,,,,,V, ,V,,,,V,,,,V,,,,,,,
3561,בכור הריה,1QH: XI:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3562,משברי מות,1QH: XI:8,,,,,,,,,,V,,,,,,,,,,,,,,,
3563,והרית גבר,1QH: XI:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3564,במשברי מות,1QH: XI:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
3565,ובחבלי שאול,1QH: XI:9,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3566,מכור הריה,1QH: XI:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
3567,וחבלי מרץ,1QH: XI:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3568,בכור הריה,1QH: XI:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
3569,והרית אפעה,1QH: XI:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3570,ומשברי שחת,1QH: XI:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3571,לכול מעשי פלצות,1QH: XI:12,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3572,אושי קיר,1QH: XI:13,,,,,,,,,,V,,,,,,,,,,,,,,,
3573,בקול המון,1QH: XI:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
3574,ויושבי עפר,1QH: XI:13,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3575,כיורדי ימים,1QH: XI:14,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
3576,מהמון מים,1QH: XI:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3577,נבוכי מים,1QH: XI:15,,,,,,,,,,V,,,,,,,,,,,,,,,
3578,ומשברי מים,1QH: XI:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3579,בהמון קולם,1QH: XI:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3580,מעשי אפעה,1QH: XI:17,,,,,,,,,,V,,,,,,,,,,,,,,,
3581,דלתי שחת,1QH: XI:18,,,,,,,,,,V,,,,,,,,,,,,,,,
3582,הרית עול,1QH: XI:18,,,,,,,,,,V,,,,,,,,,,,,,,,
3583,ובריחי עולם,1QH: XI:18,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3584,כול רוחי אפעה,1QH: XI:18,,,,,,V,,,,V,,,,,,,,,,,,,,,
3585,לרום עולם,1QH: XI:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
3586,לסוד עולם,1QH: XI:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
3587,צבא קדושים,1QH: XI:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3588,עדת בני שמים,1QH: XI:22,,,,,,,,,,V,,2,2,,,,,,,,,,,,
3589,גורל עולם,1QH: XI:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3590,רוחות דעת,1QH: XI:23,,,,,,,,,,V,,,,,,,,,,,,,,,
3591,יצר החמר,1QH: XI:23,,,,,,,,,,V,,,,,,,,,,,,,,,
3592,בגבול רשעה,1QH: XI:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3593,נפש אביון,1QH: XI:25,,,,,,,,,,V,,,,,,,,,,,,,,,
3594,מהומות רבה,1QH: XI:25,,,,,,,,,,V,,,,,,,,,,,,,,,
3595,והוות מדהבה,1QH: XI:25,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3596,כל פחי שחת,1QH: XI:26,,,,,,V,,,,V,,,,,,,,,,,,,,,
3597,כול מצודות רשעה,1QH: XI:26,,,,,,V,,,,V,,,,,,,,,,,,,,,
3598,ומכמרת חלכאים,1QH: XI:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3599,וגורל אף,1QH: XI:27,,,,,,,,V,,V,,,,,,,,,,,,,,,
3600,ומתך חמה,1QH: XI:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3601,וקץ חרון,1QH: XI:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3602,וחבלי מות,1QH: XI:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3603,נחלי בליעל,1QH: XI:29,,,,,,,,,,V,,,,,,,,,,,,,,,
3604,כול אגפי רום,1QH: XI:29,,,,,,V,,,,V,,,,,,,,,,,,,,,
3605,בשביבי להוב,1QH: XI:30,?,,,,,,,,V,V,,,,,,,,,,,,,,,
3606,באושי חמר,1QH: XI:30,,,,,,,,,V,V,,,,,,,,,,,,,,,
3607,וברקוע יבשה,1QH: XI:31,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3608,יסודי הרים,1QH: XI:31,,,,,,,,,,V,,,,,,,,,,,,,,,
3609,לנחלי זפת,1QH: XI:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
3610,נחלי בליעל,1QH: XI:32,,,,,,,,,,V,,,,,,,,,,,,,,,
3611,מחשבי תהום,1QH: XI:32,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3612,גורשי רפש וארץ,1QH: XI:32,,,,,,,,,,V,,2, ,,,,,,,,V,, ,,
3613,בהמון כוחו,1QH: XI:34,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3614,זבול קודשו,1QH: XI:34,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3615,באמת כבודו,1QH: XI:35,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3616,וצבא השמים,1QH: XI:35,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3617,אושי עולם,1QH: XI:35,,,,,,,,,,V,,,,,,,,,,,,,,,
3618,ומלחמת גבורי שמים,1QH: XI:36,,,,,,,,V, ,V,,,2,,,,,,,,,,,,
3619,לחומת עוז,1QH: XI:37,,,,,,,,,V,V,,,,,,,,,,,,,,,
3620,מהווות מהומה,1QH: XI:38,,,,,,,,,V,V,,,,,,,,,,,,,,,
3621,סלע רגלי,1QH: XII:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3622,ב‏]דרך עולם,1QH: XII:4,,,,,,,,,,V,,,,,,,,,,,,,,,
3623,ומליצי רמיה,1QH: XII:7,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3624,מליצי כזב,1QH: XII:9,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3625,וחוזי רמיה,1QH: XII:10,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3626,משקה דעת,1QH: XII:11,,,,,,,,,,V,,,,,,,,,,,,,,,
3627,כל מחשבת בליעל,1QH: XII:12,,,,,,V,,,,V,,,,,,,,,,,,,,,
3628,ומחשבת לבכה,1QH: XII:13,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3629,זמות בליעל,1QH: XII:13,,,,,,,,,,V,,,,,,,,,,,,,,,
3630,שרירות לבם,1QH: XII:15,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3631,ומכשול עוונם,1QH: XII:15,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3632,נביאי כזב,1QH: XII:16,,,,,,,,,,V,,,,,,,,,,,,,,,
3633,מפותי תעות,1QH: XII:16,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
3634,בל[ו]עג שפה,1QH: XII:16,,,,,,,,,V,V,,,,,,,,,,,,,V,,
3635,בדר[ך לב‏]כה,1QH: XII:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3636,לחזון דעת,1QH: XII:18,,,,,,,,,V,V,,,,,,,,,,,,,,,
3637,ולדרך לבכה,1QH: XII:19,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3638,כול אנשי מרמה,1QH: XII:20,,,,,,V,,,,V,,,,,,,,,,,,,,,
3639,וחוזי תעות,1QH: XII:20,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3640,במזמת לבכה,1QH: XII:21,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3641,בדרך לבכה,1QH: XII:24,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3642,בסוד קדושים,1QH: XII:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3643,ביד חלכאים,1QH: XII:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3644,לכול עמי הארצות,1QH: XII:26,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3645,כול עוברי פיכה,1QH: XII:27,,,,,,V,V,, ,V,,,,,,,,,,,V,, ,,
3646,פני רבים,1QH: XII:27,,,,,,,,,,V,,,,,,,,,,,,,,,
3647,רזי פלאכה,1QH: XII:28,,,,,,V,,, ,V,,,,,,,,,,,,,,,
3648,ובסוד פלאכה,1QH: XII:28,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3649,יצר חמר,1QH: XII:29,,,,,,,,,,V,,,,,,,,,,,,,,,
3650,באשמת מעל,1QH: XII:30,,,,,,,,,V,V,,,,,,,,,,,,,,,
3651,לבן אדם,1QH: XII:30,,,,,,,,,V,V,,,,,,,,,,,,,,,
3652,תום דרך,1QH: XII:31,,,,,,,,,,V,,,,,,,,,,,,,,,
3653,כול מעשי צדקה,1QH: XII:31,,,,,,V,,,,V,,,,,,,,,,,,,,,
3654,ודרך אנוש,1QH: XII:31,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3655,לבני אדם,1QH: XII:32,,,,,,,,,V,V,,,,,,,,,,,,,,,
3656,בכוח גבורתו,1QH: XII:32,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3657,ורוב רחמיו ,1QH: XII:32,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3658,כול בני רצונו,1QH: XII:33,,,,,,V,V,, ,V,,,,,,,,,,,,,,,
3659,מעל אבותי,1QH: XII:34,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3660,כוח ידכה,1QH: XII:35,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3661,משפט כולם‏,1QH: XIII:4,,,,,,,,,,V,,,,,,,,,,,,,,,
3662,בזמות יצרי ,1QH: XIII:6,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3663,לבני אשמה,1QH: XIII:7,,,,,, , ,,V,V,,,,,,,,,,,,,,,
3664,שוברי עצם  אדירים  ,1QH: XIII:7,?,,,,, ,,,,V,,,2,,,,,,,,V,, ,,
3665,ושותי ד[ם‏] גבורים,1QH: XIII:7,?,,,,, ,,,,V,,,2,,,,,,,,V,, ,,
3666,פורשי מכמרת,1QH: XIII:8,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3667,לבני עולה,1QH: XIII:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3668,וסוד אמת,1QH: XIII:9,,,,,,,, V, ,V,,,,,,,,,,,,,,,
3669,ומיה ברית ,1QH: XIII:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3670,פי כפירים,1QH: XIII:9,,,,,,,,,,V,,,,,,,,,,,,,,,
3671,חמת תנינים,1QH: XIII:10,,,,,,,,,,V,,,,,,,,,,,,,,,
3672,בני אדם,1QH: XIII:11,,,,,,,,,,V,,,,,,,,,,,,,,,
3673,בצרת נפשי,1QH: XIII:12,,,,,,,V, ,V,V,,,,,,,,,,,,,,,
3674,במרורי נפשי,1QH: XIII:12,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3675,ורנת יגוני,1QH: XIII:13,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3676,נפש עני,1QH: XIII:13,,,,,,,,,,V,,,,,,,,,,,,,,,
3677,במעון אריות,1QH: XIII:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
3678,נפשי עני ורש,1QH: XIII:14,,,,,,,,,,V,,2, ,,,,,V,,,,, ,,
3679,נפש עבדכה,1QH: XIII:15,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3680,בני אדם,1QH: XIII:15,,,,,,,,,,V,,,,,,,,,,,,,,,
3681,במעשי אש,1QH: XIII:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3682,רשעי עמים ,1QH: XIII:17,,,,,,,,,,V,,,,,,,,,,,,,,,
3683,ונפש אביון,1QH: XIII:18,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3684,וגבורי פלא,1QH: XIII:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3685,ועם ענוים,1QH: XIII:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3686,בטאטאיי רגלי̇‏[כם,1QH: XIII:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
3687,נמהרי צדק,1QH: XIII:22,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3688,אביוני חסד,1QH: XIII:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3689,לבאי בריתי,1QH: XIII:23,,,,,,,V,,V,V,,,,,,,,,,,V,, ,,
3690,בשפת עול,1QH: XIII:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3691,כול נצמדי סודי,1QH: XIII:24,,,,,,V,V,,,V,,,,,,,,,,,V,, ,,
3692,ואנשי‏ [עצ]תי,1QH: XIII:24,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3693,לבני הוות,1QH: XIII:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3694,מעין בינה,1QH: XIII:26,,,,,,,,,,V,,,,,,,,,,,,,,,
3695,וסוד אמת ,1QH: XIII:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3696,הוות לבם,1QH: XIII:26,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3697,לשון שקר,1QH: XIII:27,,,,,,,,,,V,,,,,,,,,,,,,,,
3698,כחמת תנינים,1QH: XIII:27,,,,,,,,,V,V,,,,,,,,,,,,,,,
3699,וכזוחלי עפר,1QH: XIII:27,,,,,,,,V,V,V,,,,,,,,,,,V,, ,,
3700,בתכמי עבדכה,1QH: XIII:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
3701,בכנור ריבי,1QH: XIII:30,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3702,כצירי יולדה,1QH: XIII:31,,,,,,,,,V,V,,,,,,,V,,,,,, ,,
3703,מאור פני,1QH: XIII:32,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3704,בלחם אנחה,1QH: XIII:33,,,,,,,,,V,V,,,,,,,,,,,,,,,
3705,במרורי יום,1QH: XIII:34,,,,,,,,,V,V,,,,,,,,,,,,,,,
3706,לבעל מדנים,1QH: XIII:35,,,,,,,,,V,V,,,,,,,,,,,,,,,
3707,כרזי פשע,1QH: XIII:36,,,,,,,,,V,V,,,,,,,,,,,,,,,
3708,מעשי אל,1QH: XIII:36,,,אל,,,,,, ,V,,,,,,,,,,,,,,,
3709,וחומת עוז[‏ ,1QH: XIII:37,,,,,,,,V,,V,,,,,,,,,,,,,,,
3710,]ובריחי ברזל,1QH: XIII:37,,,,,,,,V,,V,,,,,,,,,,,,,,,
3711,מוכיחי צדק ,1QH: XIV:4,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3712,מעדת‏ [שו]א,1QH: XIV:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
3713,ומסוד חמס,1QH: XIV:5,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3714,לשבי פשע,1QH: XIV:6,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
3715,ועוזבי חטאה,1QH: XIV:6,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3716,בדרך לבכה,1QH: XIV:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3717,המון עם,1QH: XIV:7,,,,,,,,,,V,,,,,,,,,,,,,,,
3718,שאון ממלכות,1QH: XIV:7,,,,,,,,,,V,,,,,,,,,,,,,,,
3719,למצער מחיה,1QH: XIV:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3720,בהמון רחמים,1QH: XIV:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
3721,ורוב סליחה,1QH: XIV:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3722,וכיושיר אמתכה,1QH: XIV:10,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3723,אנשי עצתכה,1QH: XIV:11,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3724,בני אדם,1QH: XIV:11,,,,,,,,,,V,,,,,,,,,,,,,,,
3725,לדורות עולם,1QH: XIV:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
3726,לכול אנשי עצתכה,1QH: XIV:13,,,,,,V,V,,V,V,,,,,,,,,,,,,,,
3727,מלאכי פנים,1QH: XIV:13,,,,,,,,,,V,,,,,,,,,,,,,,,
3728,בפי כבודכה,1QH: XIV:14,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3729,לעופי מטעת עולם,1QH: XIV:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
3730,וכול נהרות עדן,1QH: XIV:16,,,,,,V,,V, ,V,,,,,,,,,,,,,,,
3731,מעין אור ,1QH: XIV:17,,,,,,,,,,V,,,,,,,,,,,,,,,
3732,למקור עולם,1QH: XIV:18,,,,,,,,,V,V,,,,,,,,,,,,,,,
3733,בשביבי נוגהו,1QH: XIV:18,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3734,בכול אנשי אשמה,1QH: XIV:19,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3735,בעבודת צדק,1QH: XIV:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
3736,בדרך קוד[שכה,1QH: XIV:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
3737,מדרך לבכה,1QH: XIV:21,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3738,מחשבת רשעה,1QH: XIV:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3739,בזעף ימים,1QH: XIV:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
3740,רוח עועיים,1QH: XIV:23,,,,,,,,,,V,,,,,,,,,,,,,,,
3741,שערי מות ,1QH: XIV:24,,,,,,,,,,V,,,,,,,,,,,,,,,
3742,בעיר מצור,1QH: XIV:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3743,קו משפט,1QH: XIV:26,,,,,,,,,,V,,,,,,,,,,,,,,,
3744,ומשקלת אמ[ת‏] ,1QH: XIV:26,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3745,אבני בחן,1QH: XIV:26,,,,,,,,,,V,,,,,,,,,,,,,,,
3746,דלתי מגן ,1QH: XIV:27,,,,,,,,,,V,,,,,,,,,,,,,,,
3747,ובריחי עוז,1QH: XIV:28,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3748,בכלי מלחמתו ,1QH: XIV:28,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3749,מלחמות רשעה,1QH: XIV:29,,,,,,,,,,V,,,,,,,,,,,,,,,
3750,חרב אל,1QH: XIV:29,,,אל,,,,,,,V,,,,,,,,,,,,,,,
3751,בקץ משפט,1QH: XIV:29,,,,,,,,,V,V,,,,,,,,,,,,,,,
3752,וכול בני אמתו,1QH: XIV:29,,,,,,V,V,V, ,V,,,,,,,,,,,,,,,
3753,וכול בני אשמה,1QH: XIV:30,,,,,,V,,V, ,V,,,,,,,,,,,,,,,
3754,ושערי עולם,1QH: XIV:31,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3755,כלי מלחמות ,1QH: XIV:31,,,,,,,,,,V,,,,,,,,,,,,,,,
3756,ליצר אשמה ,1QH: XIV:32,,,,,,,,,V,V,,,,,,,,,,,,,,,
3757,ולכול גבורי מלחמות ,1QH: XIV:33,,,,,,V,,V,V,V,,,,,,,,,,,,,,,
3758,ושוכבי עפר ,1QH: XIV:34,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3759,ותולעת מתים,1QH: XIV:34,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3760,במלחמות זדים,1QH: XIV:35,,,,,,,,,V,V,,,,,,,,,,,,,,,
3761,ממחשבת רוע,1QH: XV:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
3762,יצר היותם,1QH: XV:4,,,,,, ,V,, ,V,,,,,,,,,,,,,,,
3763,כול אושי מבניתי ועצמי,1QH: XV:4,,,,,,V,V,, ,V,,2, ,,,,,,,,,,,,
3764,ורוח עועיים,1QH: XV:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3765,מהוות פשעם,1QH: XV:5,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3766,ורוח קודשכה,1QH: XV:7,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3767,מלחמות רשעה ,1QH: XV:7,,,,,,,,, ,V,,,,,,,,,,,,,,,
3768,כמגדל עוז,1QH: XV:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3769,ואושי עולם,1QH: XV:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3770,לחומת בחן,1QH: XV:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
3771,לעצת קודש,1QH: XV:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
3772,לרוח הוות,1QH: XV:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
3773,ולא מענה לשון,1QH: XV:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3774,לכול בני אשמה,1QH: XV:11,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3775,שפתי שקר ,1QH: XV:12,,,,,,,,,,V,,,,,,,,,,,,,,,
3776,כול יצר מעשה,1QH: XV:13,,,,,,V,,,,V,,,,,,,,,,,,,,,
3777,וכול מענה לשון,1QH: XV:13,,,,,,V,,V, ,V,,,,,,,,,,,,,,,
3778,לנתיבות צדקה,1QH: XV:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3779,לשבילי כבוד‏ וחיים ושלום,1QH: XV:15,,,,,,,,,V,V,,3, ,,,,,,,,,,,,
3780,יצר עבדכה,1QH: XV:16,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3781,ומחסי בשר,1QH: XV:17,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3782,לבני חסד,1QH: XV:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
3783,לאנשי מופת ,1QH: XV:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
3784,בחיק אומניו,1QH: XV:22,,,,,,,V,,V,V,,,,,,V,,,,,,, ,,
3785,ש]א̇רית אנשי מלחמתי,1QH: XV:22,,,,,,,V,, ,V,, ,2,,,,,,,,,,,,
3786,ובעלי רבי,1QH: XV:23,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3787,באור̇ שבעתים,1QH: XV:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3788,למאור‏ [עו]לם,1QH: XV:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3789,וברזי פלאכה,1QH: XV:27,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3790,ברוב רחמיכה,1QH: XV:27,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3791,לנעוי לב,1QH: XV:27,,,,,,,,,V,V,,,,,,,,,V,,,V, ,,
3792,כול צבי רוח,1QH: XV:29,,,,,,V,,,,V,,,,,,,,,,,,,,,
3793, וכול בני אמתכה,1QH: XV:30,,,,,,V,V,V, ,V,,,,,,,,,,,,,,,
3794,ברוב טובכה ,1QH: XV:30,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3795,ובהמון ר[ח]מיכה,1QH: XV:30,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3796,לעולמי עד,1QH: XV:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
3797,אל עולם,1QH: XV:31,,,אל עולם,,,,,,,V,,,,,,,,,,,,,,,
3798,לנצח נצחים,1QH: XV:32,,,,,,,,,V,V,,,,,,,,,,,,,,,
3799,איש תהו,1QH: XV:32,,,,,,,,,,V,,,,,,,,,,,,,,,
3800,ובעל הבל,1QH: XV:32,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3801,במעשי פלאך,1QH: XV:32,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3802,בעדת שו,1QH: XV:34,,,,,,,,,V,V,,,,,,,,,,,,,,,
3803,ובסוד נעלמים ,1QH: XV:34,,,,,,,,V,V,V,,,,V,,V,,,,,,, ,,
3804,ובהמון רחמיכה,1QH: XV:35,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3805,ומבוע מים,1QH: XVI:4,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3806,בארץ ציה,1QH: XVI:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
3807,ומשקי גן,1QH: XVI:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3808,מטע ברוש,1QH: XVI:5,,,,,,,,,,V,,,,,,,,,,,,,,,
3809,עצי חיים,1QH: XVI:5,,,,,,,,,,V,,,,,,,,,,,,,,,
3810,למקור עולם,1QH: XVI:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3811,ובנצר עליו,1QH: XVI:8,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3812,כול ח[י]ת יער,1QH: XVI:8,,,,,,V,,,,V,,,,,,,,,,,,,,,
3813,לכל עוברי דרך,1QH: XVI:8,,,,,,V,,,V,V,,,,,,,,,,,V,, ,,
3814,לכל עוף כנף,1QH: XVI:9,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3815,כול ע[צי‏] מים,1QH: XVI:9,,,,,,V,,,,V,,,,,,,,,,,,,,,
3816,נצר ק̇[ו]דש,1QH: XVI:10,,,,,,,,,,V,,,,,,,,,,,,,,,
3817,למטעת אמת,1QH: XVI:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
3818,ברז גבורי כוח,1QH: XVI:11,,,,,,,,,V,V,,,2,,,,,,,,,,,,
3819,ורוחות קודש,1QH: XVI:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3820,ולהט אש,1QH: XVI:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3821,ב‏]מעין חיים,1QH: XVI:12,,,,,,,,, ,V,,,,,,,,,,,,,,,
3822,עצי עולם,1QH: XVI:12,,,,,,,,,,V,,,,,,,,,,,,,,,
3823,מי קודש,1QH: XVI:13,,,,,,,,,,V,,,,,,,,,,,,,,,
3824,למקור חיים,1QH: XVI:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3825,לבזאי‏ נהרות,1QH: XVI:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3826,כיורה גשם,1QH: XVI:16,?,,,,,,,,V,V,, ,,,,,,,,,,,V,,
3827,ומבוע מים,1QH: XVI:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3828,למי מ[בול‏],1QH: XVI:18,,,,,,,,,V,V,,,,,,,,,,,,,,,
3829,ומטע פרי‏ ,1QH: XVI:20,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3830,קו נכון,1QH: XVI:21,?,,,,,,,,,V,,,,V,,,,V,,,,, ,,
3831,מטע עציהם,1QH: XVI:22,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3832,משקלת השמש,1QH: XVI:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3833,לפארת כבוד,1QH: XVI:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
3834,בצור חלמיש,1QH: XVI:23,,,,,,,,,V,V,,,,,,,,,,,,,,,
3835,ובעת חום,1QH: XVI:23,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3836,כעצי‏  באושים,1QH: XVI:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
