N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
3205,ומעון קודש,1QS:X:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3206,רום כבוד,1QS:X:12,,,,,,,,,,V,,,,,,,,,,,,,,,
3207,וגבורת כול,1QS:X:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3208,לתפארת עולם,1QS:X:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
3209,ברשית משלח ידי,1QS:X:13,,,,,,,V,,V,V,,,2,,,,,,,,,,,,
3210,ורגלי אברכ,1QS:X:13,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3211,משכב יצועי ,1QS:X:14,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3212,תרוםת מוצא שפתי,1QS:X:14,,,,,,,V,, ,V,,,2,,,,,,,,,,,,
3213,ממערכת אנשים,1QS:X:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
3214,בעדני תנובת תבל,1QS:X:15,,,,,,,,,V,V,,,2,,,,,,,,,,,,
3215,ברשית פחד ואימה,1QS:X:15,,,,,,,,,V,V,,2, ,,,,,,,,,,,,
3216,ובמכון צרה,1QS:X:15,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3217,משפט כול חי,1QS:X:18,,,,,V, ,,,,V,,,,,,,,,,,,,,,
3218,ברוח רשעה,1QS:X:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
3219,ולהון חמס,1QS:X:19,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3220,וריב אנש שחת,1QS:X:19,,,,,,,,V, ,V,,,2,,,,,,,,,,,,
3221,יום נקם,1QS:X:19,,,,,,,,,,V,,,,,,,,,,,,,,,
3222,מאנשי עולה,1QS:X:20,,,,,,,,,V,V,,,,,,,,,,,,,,,
3223,לשבי פשע,1QS:X:20,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
3224,כול סוררי דרכ,1QS:X:21,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
3225,תום דרכם,1QS:X:21,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3226,וכחש עוון,1QS:X:22,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3227,ופרי קודש,1QS:X:22,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3228,וצדקות אל,1QS:X:23,,,אל,,,,,V, ,V,,,,,,,,,,,,,,,
3229,מדעת לבי,1QS:X:24,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3230,בעצת תושיה,1QS:X:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3231,ובערמת דעת,1QS:X:25,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3232,ומשפט עוז,1QS:X:25,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3233,לצדקת אל,1QS:X:25,,,אל,,,,,,V,V,,,,,,,,,,,,,,,
3234,בקו עתים,1QS:X:26,,,,,,,,,V,V,,,,,,,,,,,,,,,
3235,אהבת חסד,1QS:X:26,,,,,,,,,,V,,,,,,,,,,,,,,,
3236,לתועי רוח בינה,1QS:XI:1,,,,,,,,,V,V,,,2,,,,,,,,V,, ,,
3237,רמי רוח,1QS:XI:2,,,,,,,,,,V,,,,,,,,,,,,,,,
3238,ולאנשי מטה,1QS:XI:2,,,,,,,,V,V,V,,,,,,,,V,,,,, ,,
3239,שולחי אצבע,1QS:XI:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3240,ומדברי און,1QS:XI:2,,,,,,,,V,V,V,,,,,,,,,,,V,, ,,
3241,ומקני הון,1QS:XI:2,,,,,,,,V,V,V,,,,,,,,,,,V,, ,,
3242,תום דרכי,1QS:XI:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3243,ישור לבבי,1QS:XI:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3244,ממקור דעתו,1QS:XI:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3245,ואורת לבבי,1QS:XI:3,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3246,ברז נהיה,1QS:XI:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
3247,משען ימיני,1QS:XI:4,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3248,בסלע עוז,1QS:XI:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
3249,דרכ פעמי,1QS:XI:4,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3250,אמת אל,1QS:XI:4,,,אל,,,,,,,V,,,,,,,,,,,,,,,
3251,סלע פעמי,1QS:XI:5,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3252,משענת ימיני,1QS:XI:5,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3253,וממקור צדקתו,1QS:XI:5,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3254,משפטי אור,1QS:XI:5,,,,,,,,,,V,,,,,,,,,,,,,,,
3255,מרזי פלאו ,1QS:XI:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3256,ומזמת ערמה,1QS:XI:6,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3257,מבני אדם,1QS:XI:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
3258,מקור צדקה,1QS:XI:6,,,,,,,,,,V,,,,,,,,,,,,,,,
3259,ומקוה גבורה,1QS:XI:7,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3260,מעין כבוד,1QS:XI:7,,,,,,,,,,V,,,,,,,,,,,,,,,
3261,מסוד בשר,1QS:XI:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3262,לאוחזת עולם,1QS:XI:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3263,בגורל קדושים,1QS:XI:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3264, בני שמים,1QS:XI:8,,,,,,,,,,V,,,,,,,,,,,,,,,
3265,לעצת יחד,1QS:XI:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3266,וסוד מבנית קודש ,1QS:XI:8,,,,,,,,V, ,V,,,2,,,,,,,,,,,,
3267,למטעת עולם,1QS:XI:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3268,כול קצ נהיה,1QS:XI:9,,,,,,V,,,,V,,,,,,,,,,,,,,,
3269,לאדם רשעה,1QS:XI:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
3270,ולסוד בשר עול,1QS:XI:9,,,,,,,,V,V,V,,,2,,,,,,,,,,,,
3271,נעוות לבבי,1QS:XI:9,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3272,לסוד רמה,1QS:XI:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
3273,תום הדרכ,1QS:XI:11,,,,,,,,,,V,,,,,,,,,,,,,,,
3274,חסדי אל,1QS:XI:12,,,אל,,,,,,,V,,,,,,,,,,,,,,,
3275,בעוון בשר,1QS:XI:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
3276,בצדקת אל,1QS:XI:12,,,אל,,,,,,V,V,,,,,,,,,,,,,,,
3277,בצדקת אמתו,1QS:XI:14,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3278,מנדת אנוש,1QS:XI:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
3279,וחטאת בני אדם,1QS:XI:15,,,,,,,,V, ,V,,,2,,,,,,,,,,,,
3280,לב עבדכה,1QS:XI:16,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3281,לבן אמתכה,1QS:XI:16,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3282,לבחירי אדם,1QS:XI:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3283,בכול מחשבת קודשכה,1QS:XI:19,,,,,,V,V,,V,V,,,,,,,,,,,,,,,
3284,בעומק רזיכה,1QS:XI:19,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3285,כוח גבורתכה,1QS:XI:20,,,,,,,V,,,V,,,,,,,,,,,,,,,
3286,במעשי פלאכה,1QS:XI:20,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3287,ולחם רמה,1QS:XI:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3288,לכול עדת ישראל,1QSa:I:1,,,,, ,V,,,V,,V,,,,,,,,,,,,,,
3289,באחרית הימים,1QSa:I:1,,,,,,,,,V,,V,,,,,,,,,,,,,,
3290,משפט בני צדוק,1QSa:I:2,,,,,,,,,,,V,,2,,,,,,,,,,,,
3291,ואנושי בריתם,1QSa:I:2,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
3292,ב]דרך העם,1QSa:I:3,,,,,,,,,V,,V,,,,,,,,,,,,,,
3293,אנושי עצתו,1QSa:I:3,,,,,,,V,, ,,V,,,,,,,,,,,,,,
3294,[כ]ול חוקי הברית,1QSa:I:5,,,,,,V,,,,,V,,,,,,,,,,,,,,
3295,לכול צבאות העדה,1QSa:I:6,,,,,,V,,,V,,V,,,,,,,,,,,,,,
3296,בספר ההגי,1QSa:I:7,,,,,,,,,V,,V,,,,,,,,,,,,,,
3297,בחוקי הברית,1QSa:I:7,,,,,,,,,V,,V,,,,,,,,,,,,,,
3298,וב̇[ן] עשרים שנ[ה ,1QSa:I:8,,,,,,,,V, ,,V,,,,,,,,,,,,,,
3299,בעד[ת] קודש,1QSa:I:9,,,,,,,,,V,,V,,,,,,,,,,,,,,
3300,למשכבי זכר,1QSa:I:10,,,,,,,,,V,,V,,,,,,,,,,,,,,
3301,משפטות התורא,1QSa:I:11,,,,,,,,,,,V,,,,,,,,,,,,,,
3302,במשמע משפטים,1QSa:I:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
3303, ובן חמש,1QSa:I:12,,,,,,,,V, ,,V,,,,,,,,,,,,,,
3304,ביסודות עדת הקודש,1QSa:I:12,,,,,,,,,V,,V,,2,,,,,,,,,,,,
3305,עבודת העדה,1QSa:I:13,,,,,,,,,,,V,,,,,,,,,,,,,,
3306,ובן שלושים שנה,1QSa:I:13,,,,,,,,V, ,,V,,,,,,,,,,,,,,
3307,ברואשי אלפי ישראל,1QSa:I:14,,,,,V, ,,,V,,V,,,,,,,,,,,,,,
3308,לשרי מאות,1QSa:I:14,,,,,, ,,,V,,V,,,,,,,,,,,,,,
3309,שרי ח[מ]שים,1QSa:I:14,,,,,, ,,,,,V,,,,,,,,,,,,,,
3310,בני אהרון  ,1QSa:I:16,,,,,,,,,,,V,,,,,,,,,,,,,,
3311,וכול {ש}רושאבות העדה,1QSa:I:16,,,,,,V,,V, ,,V,,,,,,,,,,,,,,
3312,תום דרכו ,1QSa:I:17,,,,,,,V,, ,,V,,,,,,,,,,,,,,
3313,עבודת מעשו,1QSa:I:18,,,,,,,V,, ,,V,,,,,,,,,,,,,,
3314,ב[עבו]דת העדה,1QSa:I:19,,,,,,,,,V,,V,,,,,,,,,,,,,,
3315,וכול איש פותי,1QSa:I:19,?,,,,,V,,V, ,,V,,,,,,,,,,,,,,
3316,עדת ישראל,1QSa:I:20,,,,,,,,,,,V,,,,,,,,,,,,,,
3317,לרי[ב מ]שפט,1QSa:I:20,,,,,,,,,V,,V,,,,,,,,,,,,,,
3318,בסרך הצבא,1QSa:I:21,,,,,,,,,V,,V,,,,,,,,,,,,,,
3319,ובעבודת המס ,1QSa:I:22,,,,,,,,V,V,,V,,,,,,,,,,,,,,
3320, ובני לוי,1QSa:I:22,,,,,,,,V,,,V,,,,,,,,,,,,,,
3321,בני אהרון ,1QSa:I:23,,,,,,,,,,,V,,,,,,,,,,,,,,
3322,ראשי [א]בות העדה,1QSa:I:24,,,,,,,,,,,V,,2,,,,,,,,,,,,
3323, למספר כול צבאותם,1QSa:I:24,,,,,,V,,,V,,V,,,,,,,,,,,,,,
3324,בני צדוק  ,1QSa:I:24,,,,,,,,,,,V,,,,,,,,,,,,,,
3325,[וכול ר]אשי אבות העדה,1QSa:I:25,,,,,,,,,,,V,,2,,,,,,,,,,,,
3326,לעצת י̇חד,1QSa:I:26,,,,,,,,,V,,V,,,,,,,,,,,,,,
3327,לתעודת מלחמה,1QSa:I:26,,,,,,,,,V,,V,,,,,,,,,,,,,,
3328,לעצת היחד,1QSa:I:27,,,,,,,,,V,,V,,,,,,,,,,,,,,
3329,מבן עש ,1QSa:I:27,,,,,,,,,V,,V,,,,,,,,,,,,,,
3330,תמימי הדרך,1QSa:I:28,,,,,,,,,,,V,,,,,,,,,,,,,,
3331,ואנושי החיל,1QSa:I:28,,,,,,,,V, ,,V,,,,,,,,,,,,,,
3332,ושרי האלפים,1QSa:I:29,,,,,,,,V, ,,V,,,,,,,,,,,,,,
3333,מחל]קת עבודתו,1QSa:II:1,,,,,,,V,,,,V,,,,,,,,,,,,,,
3334,אנושי השם,1QSa:II:2,,,,,,,,,,,V,,,,,,,,,,,,,,
3335,קיראי מועד,1QSa:II:2,,,,,,,,,,,V,,,,,,,,,,,,,,
3336,לעצת היחד,1QSa:II:2,,,,,,,,,V,,V,,,,,,,,,,,,,,
3337,בני צדוק ,1QSa:II:3,,,,,,,,,,,V,,,,,,,,,,,,,,
3338,עדת א̇[נ]ושי השם,1QSa:II:8,,,,,,,,,,,V,,2,,,,,,,,,,,,
3339,מלאכי קודש,1QSa:II:9,,,,,,,,,,,V,,,,,,,,,,,,,,
3340,עצת הקודש,1QSa:II:11,,,,,,,,,,,V,,,,,,,,,,,,,,
3341,מו]שב אנשי השם,1QSa:II:11,,,,,,,,,,,V,,,,,,,,,,,,,,
3342,לעצת היחד,1QSa:II:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
3343,רואש כול עדת ישראל,1QSa:II:12,,,,,V, ,,,,,V,,2,,,,,,,,,,,,
3344,אנושי השם,1QSa:II:13,,,,,,,,,,,V,,,,,,,,,,,,,,
3345,מש]יח ישראל,1QSa:II:14,,,,,,,,,,,V,,,,,,,,,,,,,,
3346,וכול ראשי א[בות הע]דה,1QSa:II:16,,,,,,V,,V, ,,V,,2,,,,,,,,,,,,
3347,לשול]חן יחד,1QSa:II:18,,,,,,,,,V,,V,,,,,,,,,,,,,,
3348,ברשת הלחם,1QSa:II:19,,,,,,,,,V,,V,,,,,,,,,,,,,,
3349,רשית הלחם,1QSa:II:20,,,,,,,,,,,V,,,,,,,,,,,,,,
3350,משיח ישראל,1QSa:II:21,,,,,,,,,,,V,,,,,,,,,,,,,,
3351,כול עדת היחד,1QSa:II:22,,,,,,V,,,,,V,,,,,,,,,,,,,,
3352,לכול שני עו[לם,1QH ͣ:III::2,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3353,בעדת ק̇[ודש,1QH ͣ:III::10,,,,,,,,,,V,,,,,,,,,,,,,,,
3354,משפלת מדה,1QH ͣIV:1,,,,,,,,,V,V,,,,,,,,,,,,, ,,
3355,בנגועי ב[ני אדם],1QH ͣIV:8,,,,,,,,,V,V,,,,,,,,,,,,, ,,
3356,וממשפט קצי[  ],1QH ͣIV:10,,,,,,,,V, ,V,,,,,,,,,,,,, ,,
3357,מח]שבות רשעה,1QH ͣIV:10,,,,,,,,,,V,,,,,,,,,,,,, ,,
3358,ביד מושה,1QH ͣIV:12,,,,,,,,,V,V,,,,,,,,,,,,, ,,
3359,מוסדי הרים,1QH ͣIV:13,,,,,,,,,,V,,,,,,,,,,,,, ,,
3360,בכול כבוד אדם,1QH ͣIV:15,,,,,,V,,,V,V,,,,,,,,,,,,, ,,
3361,מענה לשון,1QH ͣIV:17,,,,,,,,,,V,,,,,,,,,,,,, ,,
3362,וארוך אפים,1QH ͣIV:17,,,,,,,,V, ,V,,,,,,,,,,,,, ,,
3363,ומעשי ימין,1QH ͣIV:18,,,,,,,,V, ,V,,,,,,,,,,,,, ,,
3364,ונעוית לבבי,1QH ͣIV:19,,,,,,,V,,V,V,,,,,,,,,,,,, ,,
3365,בכול דברי רצונך  ,1QH ͣIV:23,,,,,,,V,,V,V,,,,,,,,,,,,, ,,
3366,רוח בשר,1QH ͣIV:25,,,,,,,,,,V,,,,,,,,,,,,,,,
3367,רוח קודש[ך],1QH ͣIV:26,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3368,כול ברית אדם,1QH ͣIV:27,,,,,,V,,,,V,,,,,,,,,,,,,,,
3369,לעולמי עד,1QH ͣIV:28,,,,,,,,,V,V,,,,,,,,,,,,,,,
3370,וסוד רוח[ות],1QH ͣV:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3371,בכוח גבורתך,1QH ͣV:4,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3372,וקנאת משפ[טך],1QH ͣV:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3373,חקר כול,1QH ͣV:5,,,,,, ,,,,V,,,,,,,,,,,,,,,
3374,ורזי מחשבת,1QH ͣV:6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3375,מקדם ע[ולם],1QH ͣV:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3376,לעולמי עד,1QH ͣV:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
3377,וברזי פלאך,1QH ͣV:8,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3378,מעשי רע,1QH ͣV:9,,,,,,,,,,V,,,,,,,,,,,,,,,
3379,וחסדי עולם,1QH ͣV:11,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3380,כבוד עולם,1QH ͣV:12,,,,,,,,,,V,,,,,,,,,,,,,,,
3381,ושמחת עד,1QH ͣV:12,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3382,צבא רוחיך,1QH ͣV:14,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3383,ועדת קודשיך ,1QH ͣV:14,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3384,רקיע קודשך,1QH ͣV:14,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3385,לכול קצי עולם,1QH ͣV:15,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3386,ופקודת עד,1QH ͣV:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3387,מקדם עולם ,1QH ͣV:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3388,ומעשה [עולה],1QH ͣV:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3389,קימי קדם,1QH ͣV:18,,,,,,,,,,V,,,,,,,,,,,,,,,
3390,נהיות עולם,1QH ͣV:18,,,,,,,,,,V,,,,,,,,,,V,,, ,,
3391,לעולמי עד,1QH ͣV:19,,,,,,,,,V,V,,,,,,,,,,,,,,,
3392,וברזי שכלכה,1QH ͣV:19,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
3393,רוח בשר,1QH ͣV:19,,,,,,,,,,V,,,,,,,,,,,,,,,
3394,ילוד אשה,1QH ͣV:20,,,,,,,,,,V,,,,,,,,,V,,,,V,,
3395,מבנה עפר,1QH ͣV:21,,,,,,,,,,V,,,,,,,,,,,,,,,
3396,ומגבל מים,1QH ͣV:21,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3397,ערות קלן,1QH ͣV:21,,,,,,,,,,V,,,,,,,,,,,,,,,
3398,שלום עולם,1QH ͣV:23,,,,,,,,,,V,,,,,,,,,,,,,,,
3399,ואורך ימים,1QH ͣV:24,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3400,אנשי אמת,1QH ͣVI:2,,,,,,,,,,V,,,,,,,,,,,,,,,
3401,ומבקשי בינה,1QH ͣVI:3,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3402,אוה]בי רחמים,1QH ͣVI:3,,,,,,,,,,V,,,,,,,,,,,V,, ,,
3403,וענוי רוח,1QH ͣVI:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3404,מזוקקי [  ]עוני,1QH ͣVI:3,,,,,,,,,,V,,,,,,,,,V,,V,, ,,
3405,וברורי מצרף,1QH ͣVI:4,,,,,,,,V, ,V,,,,,,,,,V,,V,, ,,
3406,לדורות ע[ולם],1QH ͣVI:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
3407,אנשי חזונכה,1QH ͣVI:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3408,בלב עב[דך],1QH ͣVI:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3409,עלילות רשע ,1QH ͣVI:9,,,,,,,,,,V,,,,,,,,,,,,,,,
3410,שם קודשך,1QH ͣVI:10,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3411,ודבר]י רצונך,1QH ͣVI:10,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3412,ר]וח קודשך,1QH ͣVI:13,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3413,כול פועלי רשע,1QH ͣVI:14,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
3414,ואנשי רמיה,1QH ͣVI:14,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3415,לעיני כול מעשיך,1QH ͣVI:16,,,,,,V,V,,V,V,,,,,,,,,,,,,,,
3416,ברוב טובך,1QH ͣVI:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3417,אנשי סודי,1QH ͣVI:18,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3418,בסוד א[מתך],1QH ͣVI:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
3419,כגדול כוחך,1QH ͣVI:22,?,,,,,,V,,V,V,,,,,,,,,,,,,,,
3420,לשבי פשע,1QH ͣVI:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3421,עוון רשעים,1QH ͣVI:24,,,,,,,,,,V,,,,,,,,,,,,,,,
3422,ברוח דעה,1QH ͣVI:25,,,,,,,,,V,V,,,,,,,,,,,,,,,
3423,דרך עולה,1QH ͣVI:26,,,,,,,,,,V,,,,,,,,,,,,,,,
3424,כנפי רוח,1QH ͣVI:30,,,,,,,,,,V,,,,,,,,,,,,,,,
3425,ביד בשר,1QH ͣVII:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
3426,למועד רצון,1QH ͣVII:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
3427,בהמון רחמיך,1QH ͣVII:16,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3428,צרת נפשו ,1QH ͣVII:16,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3429,לישועת עולם,1QH ͣVII:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3430,ושלום עד,1QH ͣVII:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3431,מבשר כבודו,1QH ͣVII:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3432,ליום הרגה,1QH ͣVII:17,,,,,,,,,V,V,,,,,,,,,,,,,,,
3433,לעיני כול מעשיך,1QH ͣVII:20,,,,,V,,V,,V,V,,,,,,,,,,,,,,,
3434,דרך כול חי,1QH ͣVII:22,,,,,V, ,,,,V,,,,,,,,,,,,,,,
3435,לעלילות רשעה ,1QH ͣVII:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
3436,מקור און,1QH ͣVIII:3,,,,,,,,,,V,,,,,,,,,,,,,,,
3437,בפי כל ,1QH ͣVIII:4,,,,,, ,,,V,V,,,,,,,,,,,,,,,
3438,משפט כולם,1QH ͣVIII:4,,,,,,,,,,V,,,,,,,,,,,,,,,
3439,ורוח עורף  ,1QH ͣVIII:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3440,ברוח קו[דשך],1QH: VIII:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
3441,רוח קוד[שך],1QH: VIII:12,,,,,,,,,,V,,,,,,,,,,,,,,,
3442,מלוא ה[שמ]ים [וה]ארץ,1QH: VIII:12,,,,,,,,,,V,,2,,,,,,,,,,,,,
3443,ומעמד צדק,1QH: VIII:14,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3444,מענה לשון,1QH: VIII:15,,,,,,,,,,V,,,,,,,,,,,,,,,
3445,ברוח ק[ודשך],1QH: VIII:16,,,,,,,,,V,V,,,,,,,,,,,,,,,
3446,ור[ב] העלילליה,1QH: VIII:17,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3447,ברוח רחמיך ,1QH: VIII:18,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3448,רוח צדיק,1QH: VIII:19,,,,,,,,,,V,,,,,,,,,,,,,,,
3449,ונפש עבדך,1QH: VIII:19,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3450,מעשה עולה,1QH: VIII:20,,,,,,,,,,V,,,,,,,,,,,,,,,
3451,ברוח קודשך,1QH: VIII:21,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3452,כגדול חסדך,1QH: VIII:21,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3453,מעמד רצונך,1QH: VIII:22,,,,,,,V,, ,V,,,,,,,,,,,,,,,
3454,ולשומרי מצוותך ,1QH: VIII:22,,,,,,,,V,V,V,,,,,,,,,,,V,, ,,
3455,ברוח עבדך,1QH: VIII:23,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3456,כול נגע מכשול,1QH: VIII:24,,,,,,V,,,,V,,,,,,,,,,,,,,,
3457,מחוקי בריתך,1QH: VIII:24,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3458,א[רו]ך א[פי]ם,1QH: VIII:25,,,,,,,,,,V,,,,,,,,,,,,,,,
3459,ושומרי מצו[ותיך],1QH: VIII:26,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
3460,בן אמת[ך   ],1QH: VIII:27,,,,,,,,,,V,,,,,,,,,,,,,,,
3461,ומעין הגבו[רה,1QH: IX:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3462,גדול העצה[,1QH: IX:5,,,,,,,,,,V,,,,,,,,,,,,,,,
3463,וארוך אפים,1QH: IX:6,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3464,לעולמי עד,1QH: IX:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
3465,ורוחות עוז,1QH: IX:10,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3466,למלאכי ק̇[ודשכה,1QH: IX:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
3467,לרוחות עולם,1QH: IX:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
3468,לאוצרות מחשבת ,1QH: IX:13,,,,,,,,,V,V,,,,,,,,,,,,,,,
3469,לרוח אדם,1QH: IX:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
3470,לכול ימי עולם,1QH: IX:15,,,,,,V,,,V,V,,,,,,,,,,,,,,,
3471,ודורות נצח,1QH: IX:16,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3472,ופקודת שלומם,1QH: IX:17,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
3473,למספר דורות עולם,1QH: IX:18,,,,,, ,,,V,V,,,,,,,,,,,,,,,
3474,ובחכמת דעתכה,1QH: IX:19,,,,,,,,V,V,V,,,,,,,,,,,,,,,
3475,לרזי פלא,1QH: IX:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
3476,יצר החמר,1QH: IX:21,,,,,,,,, ,V,,,,,,,,,,,,,,,
3477,ומגבל המים,1QH: IX:21,,,,,,,,V,,V,,,,,,,,,,,,,,,
3478,סוד הערוה,1QH: IX:22,,,,,,,,, ,V,,,,,,,,,,,,,,,
3479,ומקור הנדה,1QH: IX:22,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3480,כור העוון,1QH: IX:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3481,ומבנה החטאה,1QH: IX:22,,,,,,,,V, ,V,,,,,,,,,,,,,,,
3482,רוח התועה,1QH: IX:22,,,,,,,,,,V,,,,,,,,,,,,,,,
3483,במשפטי צדק,1QH: IX:23,,,,,,,,,V,V,,,,,,,,,,,,,,,
